CpuName,GpuName,GameName,CpuNumberOfCores,CpuNumberOfThreads,CpuFrequency,CpuTurboClock,CpuCacheL3,CpuTDP,GpuMemorySize,GpuBandwidth,GpuMemoryBus,GpuNumberOfShadingUnits,GpuBaseClock,GpuBoostClock,GpuNumberOfROPs,GpuFP32Performance,GameSetting,GameSetting_Normalized,GameSetting_Ordinal,GameResolution,FPS
AMD Ryzen 5 2600X,NVIDIA GeForce RTX 2070,callOfDutyWW2,6.0,12.0,3600.0,4250.0,16.0,95.0,8000.0,448000.0,256.0,2304.0,1410.0,1620.0,64.0,7465000.0,med,medium,2,1080.0,173.5
AMD Ryzen 5 1600X,NVIDIA GeForce RTX 2070,callOfDutyWW2,6.0,12.0,3600.0,4000.0,16.0,95.0,8000.0,448000.0,256.0,2304.0,1410.0,1620.0,64.0,7465000.0,med,medium,2,1080.0,162.9
AMD Ryzen 5 2600,NVIDIA GeForce RTX 2070,callOfDutyWW2,6.0,12.0,3400.0,3900.0,16.0,65.0,8000.0,448000.0,256.0,2304.0,1410.0,1620.0,64.0,7465000.0,med,medium,2,1080.0,161.2
AMD Ryzen 7 1700X,NVIDIA GeForce RTX 2070,callOfDutyWW2,8.0,16.0,3400.0,3800.0,16.0,95.0,8000.0,448000.0,256.0,2304.0,1410.0,1620.0,64.0,7465000.0,med,medium,2,1080.0,155.9
Intel Core i9-9900K,NVIDIA GeForce GTX 1080 11Gbps,callOfDutyWW2,8.0,16.0,3600.0,5000.0,16.0,95.0,8000.0,352300.0,256.0,2560.0,1607.0,1733.0,64.0,8873000.0,med,medium,2,1080.0,197.0
Intel Core i7-9700K,NVIDIA GeForce GTX 1080 11Gbps,callOfDutyWW2,8.0,8.0,3600.0,4900.0,12.0,95.0,8000.0,352300.0,256.0,2560.0,1607.0,1733.0,64.0,8873000.0,med,medium,2,1080.0,195.2
Intel Core i7-8700K,NVIDIA GeForce GTX 1080 11Gbps,callOfDutyWW2,6.0,12.0,3700.0,4700.0,12.0,95.0,8000.0,352300.0,256.0,2560.0,1607.0,1733.0,64.0,8873000.0,med,medium,2,1080.0,181.8
Intel Core i7-7700K,NVIDIA GeForce GTX 1080 11Gbps,callOfDutyWW2,4.0,8.0,4200.0,4500.0,8.0,91.0,8000.0,352300.0,256.0,2560.0,1607.0,1733.0,64.0,8873000.0,med,medium,2,1080.0,176.4
Intel Core i5-9400F,NVIDIA GeForce GTX 1080 11Gbps,callOfDutyWW2,6.0,6.0,2900.0,4100.0,9.0,65.0,8000.0,352300.0,256.0,2560.0,1607.0,1733.0,64.0,8873000.0,med,medium,2,1080.0,174.1
Intel Core i5-8600K,NVIDIA GeForce GTX 1080 11Gbps,callOfDutyWW2,6.0,6.0,3600.0,4300.0,9.0,95.0,8000.0,352300.0,256.0,2560.0,1607.0,1733.0,64.0,8873000.0,med,medium,2,1080.0,172.8
Intel Core i5-8400,NVIDIA GeForce GTX 1080 11Gbps,callOfDutyWW2,6.0,6.0,2800.0,4000.0,9.0,65.0,8000.0,352300.0,256.0,2560.0,1607.0,1733.0,64.0,8873000.0,med,medium,2,1080.0,169.9
Intel Core i5-7600K,NVIDIA GeForce GTX 1080 11Gbps,callOfDutyWW2,4.0,4.0,3800.0,4200.0,6.0,91.0,8000.0,352300.0,256.0,2560.0,1607.0,1733.0,64.0,8873000.0,med,medium,2,1080.0,167.9
Intel Core i5-7500,NVIDIA GeForce GTX 1080 11Gbps,callOfDutyWW2,4.0,4.0,3400.0,3800.0,6.0,65.0,8000.0,352300.0,256.0,2560.0,1607.0,1733.0,64.0,8873000.0,med,medium,2,1080.0,158.7
Intel Core i3-7100,NVIDIA GeForce GTX 1080 11Gbps,callOfDutyWW2,2.0,4.0,3900.0,3900.0,3.0,51.0,8000.0,352300.0,256.0,2560.0,1607.0,1733.0,64.0,8873000.0,med,medium,2,1080.0,132.3
AMD Ryzen 9 3900X,NVIDIA GeForce GTX 1080 11Gbps,callOfDutyWW2,12.0,24.0,3800.0,4600.0,64.0,105.0,8000.0,352300.0,256.0,2560.0,1607.0,1733.0,64.0,8873000.0,med,medium,2,1080.0,188.3
AMD Ryzen 7 3800X,NVIDIA GeForce GTX 1080 11Gbps,callOfDutyWW2,8.0,16.0,3900.0,4500.0,32.0,105.0,8000.0,352300.0,256.0,2560.0,1607.0,1733.0,64.0,8873000.0,med,medium,2,1080.0,186.4
AMD Ryzen 7 3700X,NVIDIA GeForce GTX 1080 11Gbps,callOfDutyWW2,8.0,16.0,3600.0,4400.0,32.0,65.0,8000.0,352300.0,256.0,2560.0,1607.0,1733.0,64.0,8873000.0,med,medium,2,1080.0,183.8
AMD Ryzen 5 3600X,NVIDIA GeForce GTX 1080 11Gbps,callOfDutyWW2,6.0,12.0,3800.0,4400.0,32.0,95.0,8000.0,352300.0,256.0,2560.0,1607.0,1733.0,64.0,8873000.0,med,medium,2,1080.0,182.9
AMD Ryzen 5 3600,NVIDIA GeForce GTX 1080 11Gbps,callOfDutyWW2,6.0,12.0,3600.0,4200.0,32.0,65.0,8000.0,352300.0,256.0,2560.0,1607.0,1733.0,64.0,8873000.0,med,medium,2,1080.0,177.7
AMD Ryzen 5 2600X,NVIDIA GeForce GTX 1080 11Gbps,callOfDutyWW2,6.0,12.0,3600.0,4250.0,16.0,95.0,8000.0,352300.0,256.0,2560.0,1607.0,1733.0,64.0,8873000.0,med,medium,2,1080.0,172.5
AMD Ryzen 5 1600X,NVIDIA GeForce GTX 1080 11Gbps,callOfDutyWW2,6.0,12.0,3600.0,4000.0,16.0,95.0,8000.0,352300.0,256.0,2560.0,1607.0,1733.0,64.0,8873000.0,med,medium,2,1080.0,162.2
AMD Ryzen 5 2600,NVIDIA GeForce GTX 1080 11Gbps,callOfDutyWW2,6.0,12.0,3400.0,3900.0,16.0,65.0,8000.0,352300.0,256.0,2560.0,1607.0,1733.0,64.0,8873000.0,med,medium,2,1080.0,160.2
AMD Ryzen 7 1700X,NVIDIA GeForce GTX 1080 11Gbps,callOfDutyWW2,8.0,16.0,3400.0,3800.0,16.0,95.0,8000.0,352300.0,256.0,2560.0,1607.0,1733.0,64.0,8873000.0,med,medium,2,1080.0,155.0
Intel Core i9-9900K,NVIDIA GeForce RTX 2060 SUPER,callOfDutyWW2,8.0,16.0,3600.0,5000.0,16.0,95.0,8000.0,448000.0,256.0,2176.0,1470.0,1650.0,64.0,7181000.0,med,medium,2,1080.0,193.4
Intel Core i7-9700K,NVIDIA GeForce RTX 2060 SUPER,callOfDutyWW2,8.0,8.0,3600.0,4900.0,12.0,95.0,8000.0,448000.0,256.0,2176.0,1470.0,1650.0,64.0,7181000.0,med,medium,2,1080.0,191.8
Intel Core i7-8700K,NVIDIA GeForce RTX 2060 SUPER,callOfDutyWW2,6.0,12.0,3700.0,4700.0,12.0,95.0,8000.0,448000.0,256.0,2176.0,1470.0,1650.0,64.0,7181000.0,med,medium,2,1080.0,178.0
Intel Core i7-7700K,NVIDIA GeForce RTX 2060 SUPER,callOfDutyWW2,4.0,8.0,4200.0,4500.0,8.0,91.0,8000.0,448000.0,256.0,2176.0,1470.0,1650.0,64.0,7181000.0,med,medium,2,1080.0,172.9
Intel Core i5-9400F,NVIDIA GeForce RTX 2060 SUPER,callOfDutyWW2,6.0,6.0,2900.0,4100.0,9.0,65.0,8000.0,448000.0,256.0,2176.0,1470.0,1650.0,64.0,7181000.0,med,medium,2,1080.0,171.0
Intel Core i5-8600K,NVIDIA GeForce RTX 2060 SUPER,callOfDutyWW2,6.0,6.0,3600.0,4300.0,9.0,95.0,8000.0,448000.0,256.0,2176.0,1470.0,1650.0,64.0,7181000.0,med,medium,2,1080.0,169.3
Intel Core i5-8400,NVIDIA GeForce RTX 2060 SUPER,callOfDutyWW2,6.0,6.0,2800.0,4000.0,9.0,65.0,8000.0,448000.0,256.0,2176.0,1470.0,1650.0,64.0,7181000.0,med,medium,2,1080.0,165.9
Intel Core i5-7600K,NVIDIA GeForce RTX 2060 SUPER,callOfDutyWW2,4.0,4.0,3800.0,4200.0,6.0,91.0,8000.0,448000.0,256.0,2176.0,1470.0,1650.0,64.0,7181000.0,med,medium,2,1080.0,164.2
Intel Core i5-7500,NVIDIA GeForce RTX 2060 SUPER,callOfDutyWW2,4.0,4.0,3400.0,3800.0,6.0,65.0,8000.0,448000.0,256.0,2176.0,1470.0,1650.0,64.0,7181000.0,med,medium,2,1080.0,155.5
Intel Core i3-7100,NVIDIA GeForce RTX 2060 SUPER,callOfDutyWW2,2.0,4.0,3900.0,3900.0,3.0,51.0,8000.0,448000.0,256.0,2176.0,1470.0,1650.0,64.0,7181000.0,med,medium,2,1080.0,129.7
AMD Ryzen 9 3900X,NVIDIA GeForce RTX 2060 SUPER,callOfDutyWW2,12.0,24.0,3800.0,4600.0,64.0,105.0,8000.0,448000.0,256.0,2176.0,1470.0,1650.0,64.0,7181000.0,med,medium,2,1080.0,184.8
AMD Ryzen 7 3800X,NVIDIA GeForce RTX 2060 SUPER,callOfDutyWW2,8.0,16.0,3900.0,4500.0,32.0,105.0,8000.0,448000.0,256.0,2176.0,1470.0,1650.0,64.0,7181000.0,med,medium,2,1080.0,183.1
AMD Ryzen 7 3700X,NVIDIA GeForce RTX 2060 SUPER,callOfDutyWW2,8.0,16.0,3600.0,4400.0,32.0,65.0,8000.0,448000.0,256.0,2176.0,1470.0,1650.0,64.0,7181000.0,med,medium,2,1080.0,180.4
AMD Ryzen 5 3600X,NVIDIA GeForce RTX 2060 SUPER,callOfDutyWW2,6.0,12.0,3800.0,4400.0,32.0,95.0,8000.0,448000.0,256.0,2176.0,1470.0,1650.0,64.0,7181000.0,med,medium,2,1080.0,179.7
AMD Ryzen 5 3600,NVIDIA GeForce RTX 2060 SUPER,callOfDutyWW2,6.0,12.0,3600.0,4200.0,32.0,65.0,8000.0,448000.0,256.0,2176.0,1470.0,1650.0,64.0,7181000.0,med,medium,2,1080.0,174.4
AMD Ryzen 5 2600X,NVIDIA GeForce RTX 2060 SUPER,callOfDutyWW2,6.0,12.0,3600.0,4250.0,16.0,95.0,8000.0,448000.0,256.0,2176.0,1470.0,1650.0,64.0,7181000.0,med,medium,2,1080.0,169.3
AMD Ryzen 5 1600X,NVIDIA GeForce RTX 2060 SUPER,callOfDutyWW2,6.0,12.0,3600.0,4000.0,16.0,95.0,8000.0,448000.0,256.0,2176.0,1470.0,1650.0,64.0,7181000.0,med,medium,2,1080.0,159.0
AMD Ryzen 5 2600,NVIDIA GeForce RTX 2060 SUPER,callOfDutyWW2,6.0,12.0,3400.0,3900.0,16.0,65.0,8000.0,448000.0,256.0,2176.0,1470.0,1650.0,64.0,7181000.0,med,medium,2,1080.0,157.2
AMD Ryzen 7 1700X,NVIDIA GeForce RTX 2060 SUPER,callOfDutyWW2,8.0,16.0,3400.0,3800.0,16.0,95.0,8000.0,448000.0,256.0,2176.0,1470.0,1650.0,64.0,7181000.0,med,medium,2,1080.0,152.1
Intel Core i9-9900K,NVIDIA GeForce RTX 2060,callOfDutyWW2,8.0,16.0,3600.0,5000.0,16.0,95.0,6000.0,336000.0,192.0,1920.0,1365.0,1680.0,48.0,6451000.0,med,medium,2,1080.0,189.7
Intel Core i7-9700K,NVIDIA GeForce RTX 2060,callOfDutyWW2,8.0,8.0,3600.0,4900.0,12.0,95.0,6000.0,336000.0,192.0,1920.0,1365.0,1680.0,48.0,6451000.0,med,medium,2,1080.0,188.0
Intel Core i7-8700K,NVIDIA GeForce RTX 2060,callOfDutyWW2,6.0,12.0,3700.0,4700.0,12.0,95.0,6000.0,336000.0,192.0,1920.0,1365.0,1680.0,48.0,6451000.0,med,medium,2,1080.0,174.6
Intel Core i7-7700K,NVIDIA GeForce RTX 2060,callOfDutyWW2,4.0,8.0,4200.0,4500.0,8.0,91.0,6000.0,336000.0,192.0,1920.0,1365.0,1680.0,48.0,6451000.0,med,medium,2,1080.0,169.5
Intel Core i5-9400F,NVIDIA GeForce RTX 2060,callOfDutyWW2,6.0,6.0,2900.0,4100.0,9.0,65.0,6000.0,336000.0,192.0,1920.0,1365.0,1680.0,48.0,6451000.0,med,medium,2,1080.0,167.7
Intel Core i5-8600K,NVIDIA GeForce RTX 2060,callOfDutyWW2,6.0,6.0,3600.0,4300.0,9.0,95.0,6000.0,336000.0,192.0,1920.0,1365.0,1680.0,48.0,6451000.0,med,medium,2,1080.0,166.0
Intel Core i5-8400,NVIDIA GeForce RTX 2060,callOfDutyWW2,6.0,6.0,2800.0,4000.0,9.0,65.0,6000.0,336000.0,192.0,1920.0,1365.0,1680.0,48.0,6451000.0,med,medium,2,1080.0,162.7
Intel Core i5-7600K,NVIDIA GeForce RTX 2060,callOfDutyWW2,4.0,4.0,3800.0,4200.0,6.0,91.0,6000.0,336000.0,192.0,1920.0,1365.0,1680.0,48.0,6451000.0,med,medium,2,1080.0,161.0
Intel Core i5-7500,NVIDIA GeForce RTX 2060,callOfDutyWW2,4.0,4.0,3400.0,3800.0,6.0,65.0,6000.0,336000.0,192.0,1920.0,1365.0,1680.0,48.0,6451000.0,med,medium,2,1080.0,152.5
Intel Core i3-7100,NVIDIA GeForce RTX 2060,callOfDutyWW2,2.0,4.0,3900.0,3900.0,3.0,51.0,6000.0,336000.0,192.0,1920.0,1365.0,1680.0,48.0,6451000.0,med,medium,2,1080.0,127.0
AMD Ryzen 9 3900X,NVIDIA GeForce RTX 2060,callOfDutyWW2,12.0,24.0,3800.0,4600.0,64.0,105.0,6000.0,336000.0,192.0,1920.0,1365.0,1680.0,48.0,6451000.0,med,medium,2,1080.0,181.2
AMD Ryzen 7 3800X,NVIDIA GeForce RTX 2060,callOfDutyWW2,8.0,16.0,3900.0,4500.0,32.0,105.0,6000.0,336000.0,192.0,1920.0,1365.0,1680.0,48.0,6451000.0,med,medium,2,1080.0,179.6
AMD Ryzen 7 3700X,NVIDIA GeForce RTX 2060,callOfDutyWW2,8.0,16.0,3600.0,4400.0,32.0,65.0,6000.0,336000.0,192.0,1920.0,1365.0,1680.0,48.0,6451000.0,med,medium,2,1080.0,177.0
AMD Ryzen 5 3600X,NVIDIA GeForce RTX 2060,callOfDutyWW2,6.0,12.0,3800.0,4400.0,32.0,95.0,6000.0,336000.0,192.0,1920.0,1365.0,1680.0,48.0,6451000.0,med,medium,2,1080.0,176.1
AMD Ryzen 5 3600,NVIDIA GeForce RTX 2060,callOfDutyWW2,6.0,12.0,3600.0,4200.0,32.0,65.0,6000.0,336000.0,192.0,1920.0,1365.0,1680.0,48.0,6451000.0,med,medium,2,1080.0,171.0
AMD Ryzen 5 2600X,NVIDIA GeForce RTX 2060,callOfDutyWW2,6.0,12.0,3600.0,4250.0,16.0,95.0,6000.0,336000.0,192.0,1920.0,1365.0,1680.0,48.0,6451000.0,med,medium,2,1080.0,166.0
AMD Ryzen 5 1600X,NVIDIA GeForce RTX 2060,callOfDutyWW2,6.0,12.0,3600.0,4000.0,16.0,95.0,6000.0,336000.0,192.0,1920.0,1365.0,1680.0,48.0,6451000.0,med,medium,2,1080.0,155.9
AMD Ryzen 5 2600,NVIDIA GeForce RTX 2060,callOfDutyWW2,6.0,12.0,3400.0,3900.0,16.0,65.0,6000.0,336000.0,192.0,1920.0,1365.0,1680.0,48.0,6451000.0,med,medium,2,1080.0,154.3
AMD Ryzen 7 1700X,NVIDIA GeForce RTX 2060,callOfDutyWW2,8.0,16.0,3400.0,3800.0,16.0,95.0,6000.0,336000.0,192.0,1920.0,1365.0,1680.0,48.0,6451000.0,med,medium,2,1080.0,149.1
Intel Core i9-9900K,NVIDIA GeForce GTX 1070 Ti,callOfDutyWW2,8.0,16.0,3600.0,5000.0,16.0,95.0,8000.0,256300.0,256.0,2432.0,1607.0,1683.0,64.0,8186000.0,med,medium,2,1080.0,187.1
Intel Core i7-9700K,NVIDIA GeForce GTX 1070 Ti,callOfDutyWW2,8.0,8.0,3600.0,4900.0,12.0,95.0,8000.0,256300.0,256.0,2432.0,1607.0,1683.0,64.0,8186000.0,med,medium,2,1080.0,185.4
Intel Core i7-8700K,NVIDIA GeForce GTX 1070 Ti,callOfDutyWW2,6.0,12.0,3700.0,4700.0,12.0,95.0,8000.0,256300.0,256.0,2432.0,1607.0,1683.0,64.0,8186000.0,med,medium,2,1080.0,172.3
Intel Core i7-7700K,NVIDIA GeForce GTX 1070 Ti,callOfDutyWW2,4.0,8.0,4200.0,4500.0,8.0,91.0,8000.0,256300.0,256.0,2432.0,1607.0,1683.0,64.0,8186000.0,med,medium,2,1080.0,168.3
Intel Core i5-9400F,NVIDIA GeForce GTX 1070 Ti,callOfDutyWW2,6.0,6.0,2900.0,4100.0,9.0,65.0,8000.0,256300.0,256.0,2432.0,1607.0,1683.0,64.0,8186000.0,med,medium,2,1080.0,165.4
Intel Core i5-8600K,NVIDIA GeForce GTX 1070 Ti,callOfDutyWW2,6.0,6.0,3600.0,4300.0,9.0,95.0,8000.0,256300.0,256.0,2432.0,1607.0,1683.0,64.0,8186000.0,med,medium,2,1080.0,164.6
Intel Core i5-8400,NVIDIA GeForce GTX 1070 Ti,callOfDutyWW2,6.0,6.0,2800.0,4000.0,9.0,65.0,8000.0,256300.0,256.0,2432.0,1607.0,1683.0,64.0,8186000.0,med,medium,2,1080.0,160.2
Intel Core i5-7600K,NVIDIA GeForce GTX 1070 Ti,callOfDutyWW2,4.0,4.0,3800.0,4200.0,6.0,91.0,8000.0,256300.0,256.0,2432.0,1607.0,1683.0,64.0,8186000.0,med,medium,2,1080.0,158.5
Intel Core i5-7500,NVIDIA GeForce GTX 1070 Ti,callOfDutyWW2,4.0,4.0,3400.0,3800.0,6.0,65.0,8000.0,256300.0,256.0,2432.0,1607.0,1683.0,64.0,8186000.0,med,medium,2,1080.0,151.4
Intel Core i3-7100,NVIDIA GeForce GTX 1070 Ti,callOfDutyWW2,2.0,4.0,3900.0,3900.0,3.0,51.0,8000.0,256300.0,256.0,2432.0,1607.0,1683.0,64.0,8186000.0,med,medium,2,1080.0,125.5
AMD Ryzen 9 3900X,NVIDIA GeForce GTX 1070 Ti,callOfDutyWW2,12.0,24.0,3800.0,4600.0,64.0,105.0,8000.0,256300.0,256.0,2432.0,1607.0,1683.0,64.0,8186000.0,med,medium,2,1080.0,178.7
AMD Ryzen 7 3800X,NVIDIA GeForce GTX 1070 Ti,callOfDutyWW2,8.0,16.0,3900.0,4500.0,32.0,105.0,8000.0,256300.0,256.0,2432.0,1607.0,1683.0,64.0,8186000.0,med,medium,2,1080.0,177.0
AMD Ryzen 7 3700X,NVIDIA GeForce GTX 1070 Ti,callOfDutyWW2,8.0,16.0,3600.0,4400.0,32.0,65.0,8000.0,256300.0,256.0,2432.0,1607.0,1683.0,64.0,8186000.0,med,medium,2,1080.0,174.5
AMD Ryzen 5 3600X,NVIDIA GeForce GTX 1070 Ti,callOfDutyWW2,6.0,12.0,3800.0,4400.0,32.0,95.0,8000.0,256300.0,256.0,2432.0,1607.0,1683.0,64.0,8186000.0,med,medium,2,1080.0,173.6
AMD Ryzen 5 3600,NVIDIA GeForce GTX 1070 Ti,callOfDutyWW2,6.0,12.0,3600.0,4200.0,32.0,65.0,8000.0,256300.0,256.0,2432.0,1607.0,1683.0,64.0,8186000.0,med,medium,2,1080.0,168.7
AMD Ryzen 5 2600X,NVIDIA GeForce GTX 1070 Ti,callOfDutyWW2,6.0,12.0,3600.0,4250.0,16.0,95.0,8000.0,256300.0,256.0,2432.0,1607.0,1683.0,64.0,8186000.0,med,medium,2,1080.0,163.7
AMD Ryzen 5 1600X,NVIDIA GeForce GTX 1070 Ti,callOfDutyWW2,6.0,12.0,3600.0,4000.0,16.0,95.0,8000.0,256300.0,256.0,2432.0,1607.0,1683.0,64.0,8186000.0,med,medium,2,1080.0,154.5
AMD Ryzen 5 2600,NVIDIA GeForce GTX 1070 Ti,callOfDutyWW2,6.0,12.0,3400.0,3900.0,16.0,65.0,8000.0,256300.0,256.0,2432.0,1607.0,1683.0,64.0,8186000.0,med,medium,2,1080.0,152.1
AMD Ryzen 7 1700X,NVIDIA GeForce GTX 1070 Ti,callOfDutyWW2,8.0,16.0,3400.0,3800.0,16.0,95.0,8000.0,256300.0,256.0,2432.0,1607.0,1683.0,64.0,8186000.0,med,medium,2,1080.0,147.1
Intel Core i9-9900K,NVIDIA GeForce GTX 1070 GDDR5X,callOfDutyWW2,8.0,16.0,3600.0,5000.0,16.0,95.0,8000.0,256300.0,256.0,1920.0,1506.0,1683.0,64.0,6463000.0,med,medium,2,1080.0,177.3
Intel Core i7-9700K,NVIDIA GeForce GTX 1070 GDDR5X,callOfDutyWW2,8.0,8.0,3600.0,4900.0,12.0,95.0,8000.0,256300.0,256.0,1920.0,1506.0,1683.0,64.0,6463000.0,med,medium,2,1080.0,175.7
Intel Core i7-8700K,NVIDIA GeForce GTX 1070 GDDR5X,callOfDutyWW2,6.0,12.0,3700.0,4700.0,12.0,95.0,8000.0,256300.0,256.0,1920.0,1506.0,1683.0,64.0,6463000.0,med,medium,2,1080.0,164.0
Intel Core i7-7700K,NVIDIA GeForce GTX 1070 GDDR5X,callOfDutyWW2,4.0,8.0,4200.0,4500.0,8.0,91.0,8000.0,256300.0,256.0,1920.0,1506.0,1683.0,64.0,6463000.0,med,medium,2,1080.0,158.6
Intel Core i5-9400F,NVIDIA GeForce GTX 1070 GDDR5X,callOfDutyWW2,6.0,6.0,2900.0,4100.0,9.0,65.0,8000.0,256300.0,256.0,1920.0,1506.0,1683.0,64.0,6463000.0,med,medium,2,1080.0,156.6
Intel Core i5-8600K,NVIDIA GeForce GTX 1070 GDDR5X,callOfDutyWW2,6.0,6.0,3600.0,4300.0,9.0,95.0,8000.0,256300.0,256.0,1920.0,1506.0,1683.0,64.0,6463000.0,med,medium,2,1080.0,155.3
Intel Core i5-8400,NVIDIA GeForce GTX 1070 GDDR5X,callOfDutyWW2,6.0,6.0,2800.0,4000.0,9.0,65.0,8000.0,256300.0,256.0,1920.0,1506.0,1683.0,64.0,6463000.0,med,medium,2,1080.0,152.1
Intel Core i5-7600K,NVIDIA GeForce GTX 1070 GDDR5X,callOfDutyWW2,4.0,4.0,3800.0,4200.0,6.0,91.0,8000.0,256300.0,256.0,1920.0,1506.0,1683.0,64.0,6463000.0,med,medium,2,1080.0,150.4
Intel Core i5-7500,NVIDIA GeForce GTX 1070 GDDR5X,callOfDutyWW2,4.0,4.0,3400.0,3800.0,6.0,65.0,8000.0,256300.0,256.0,1920.0,1506.0,1683.0,64.0,6463000.0,med,medium,2,1080.0,143.5
Intel Core i3-7100,NVIDIA GeForce GTX 1070 GDDR5X,callOfDutyWW2,2.0,4.0,3900.0,3900.0,3.0,51.0,8000.0,256300.0,256.0,1920.0,1506.0,1683.0,64.0,6463000.0,med,medium,2,1080.0,119.2
AMD Ryzen 9 3900X,NVIDIA GeForce GTX 1070 GDDR5X,callOfDutyWW2,12.0,24.0,3800.0,4600.0,64.0,105.0,8000.0,256300.0,256.0,1920.0,1506.0,1683.0,64.0,6463000.0,med,medium,2,1080.0,169.3
AMD Ryzen 7 3800X,NVIDIA GeForce GTX 1070 GDDR5X,callOfDutyWW2,8.0,16.0,3900.0,4500.0,32.0,105.0,8000.0,256300.0,256.0,1920.0,1506.0,1683.0,64.0,6463000.0,med,medium,2,1080.0,167.7
AMD Ryzen 7 3700X,NVIDIA GeForce GTX 1070 GDDR5X,callOfDutyWW2,8.0,16.0,3600.0,4400.0,32.0,65.0,8000.0,256300.0,256.0,1920.0,1506.0,1683.0,64.0,6463000.0,med,medium,2,1080.0,165.3
AMD Ryzen 5 3600X,NVIDIA GeForce GTX 1070 GDDR5X,callOfDutyWW2,6.0,12.0,3800.0,4400.0,32.0,95.0,8000.0,256300.0,256.0,1920.0,1506.0,1683.0,64.0,6463000.0,med,medium,2,1080.0,164.5
AMD Ryzen 5 3600,NVIDIA GeForce GTX 1070 GDDR5X,callOfDutyWW2,6.0,12.0,3600.0,4200.0,32.0,65.0,8000.0,256300.0,256.0,1920.0,1506.0,1683.0,64.0,6463000.0,med,medium,2,1080.0,159.8
AMD Ryzen 5 2600X,NVIDIA GeForce GTX 1070 GDDR5X,callOfDutyWW2,6.0,12.0,3600.0,4250.0,16.0,95.0,8000.0,256300.0,256.0,1920.0,1506.0,1683.0,64.0,6463000.0,med,medium,2,1080.0,155.2
AMD Ryzen 5 1600X,NVIDIA GeForce GTX 1070 GDDR5X,callOfDutyWW2,6.0,12.0,3600.0,4000.0,16.0,95.0,8000.0,256300.0,256.0,1920.0,1506.0,1683.0,64.0,6463000.0,med,medium,2,1080.0,146.3
AMD Ryzen 5 2600,NVIDIA GeForce GTX 1070 GDDR5X,callOfDutyWW2,6.0,12.0,3400.0,3900.0,16.0,65.0,8000.0,256300.0,256.0,1920.0,1506.0,1683.0,64.0,6463000.0,med,medium,2,1080.0,144.1
AMD Ryzen 7 1700X,NVIDIA GeForce GTX 1070 GDDR5X,callOfDutyWW2,8.0,16.0,3400.0,3800.0,16.0,95.0,8000.0,256300.0,256.0,1920.0,1506.0,1683.0,64.0,6463000.0,med,medium,2,1080.0,139.5
Intel Core i9-9900K,NVIDIA GeForce GTX 1660 Ti,callOfDutyWW2,8.0,16.0,3600.0,5000.0,16.0,95.0,6000.0,288000.0,192.0,1536.0,1500.0,1770.0,48.0,5437000.0,med,medium,2,1080.0,177.3
Intel Core i7-9700K,NVIDIA GeForce GTX 1660 Ti,callOfDutyWW2,8.0,8.0,3600.0,4900.0,12.0,95.0,6000.0,288000.0,192.0,1536.0,1500.0,1770.0,48.0,5437000.0,med,medium,2,1080.0,175.7
Intel Core i7-8700K,NVIDIA GeForce GTX 1660 Ti,callOfDutyWW2,6.0,12.0,3700.0,4700.0,12.0,95.0,6000.0,288000.0,192.0,1536.0,1500.0,1770.0,48.0,5437000.0,med,medium,2,1080.0,163.0
Intel Core i7-7700K,NVIDIA GeForce GTX 1660 Ti,callOfDutyWW2,4.0,8.0,4200.0,4500.0,8.0,91.0,6000.0,288000.0,192.0,1536.0,1500.0,1770.0,48.0,5437000.0,med,medium,2,1080.0,158.4
Intel Core i5-9400F,NVIDIA GeForce GTX 1660 Ti,callOfDutyWW2,6.0,6.0,2900.0,4100.0,9.0,65.0,6000.0,288000.0,192.0,1536.0,1500.0,1770.0,48.0,5437000.0,med,medium,2,1080.0,156.6
Intel Core i5-8600K,NVIDIA GeForce GTX 1660 Ti,callOfDutyWW2,6.0,6.0,3600.0,4300.0,9.0,95.0,6000.0,288000.0,192.0,1536.0,1500.0,1770.0,48.0,5437000.0,med,medium,2,1080.0,155.2
Intel Core i5-8400,NVIDIA GeForce GTX 1660 Ti,callOfDutyWW2,6.0,6.0,2800.0,4000.0,9.0,65.0,6000.0,288000.0,192.0,1536.0,1500.0,1770.0,48.0,5437000.0,med,medium,2,1080.0,152.0
Intel Core i5-7600K,NVIDIA GeForce GTX 1660 Ti,callOfDutyWW2,4.0,4.0,3800.0,4200.0,6.0,91.0,6000.0,288000.0,192.0,1536.0,1500.0,1770.0,48.0,5437000.0,med,medium,2,1080.0,150.4
Intel Core i5-7500,NVIDIA GeForce GTX 1660 Ti,callOfDutyWW2,4.0,4.0,3400.0,3800.0,6.0,65.0,6000.0,288000.0,192.0,1536.0,1500.0,1770.0,48.0,5437000.0,med,medium,2,1080.0,142.5
Intel Core i3-7100,NVIDIA GeForce GTX 1660 Ti,callOfDutyWW2,2.0,4.0,3900.0,3900.0,3.0,51.0,6000.0,288000.0,192.0,1536.0,1500.0,1770.0,48.0,5437000.0,med,medium,2,1080.0,118.8
AMD Ryzen 9 3900X,NVIDIA GeForce GTX 1660 Ti,callOfDutyWW2,12.0,24.0,3800.0,4600.0,64.0,105.0,6000.0,288000.0,192.0,1536.0,1500.0,1770.0,48.0,5437000.0,med,medium,2,1080.0,169.3
