CpuName,GpuName,GameName,CpuNumberOfCores,CpuNumberOfThreads,CpuFrequency,CpuTurboClock,CpuCacheL3,CpuTDP,GpuMemorySize,GpuBandwidth,GpuMemoryBus,GpuNumberOfShadingUnits,GpuBaseClock,GpuBoostClock,GpuNumberOfROPs,GpuFP32Performance,GameSetting,GameSetting_Normalized,GameSetting_Ordinal,GameResolution,FPS,y_true,y_pred,abs_error,pct_error
AMD Ryzen 5 3600X,NVIDIA GeForce GTX 1070 GDDR5X,pathOfExile,6.0,12.0,3800.0,4400.0,32.0,95.0,8000.0,256300.0,256.0,1920.0,1506.0,1683.0,64.0,6463000.0,med,medium,2,1080.0,182.6,182.6,188.7389734032225,6.138973403222508,3.361978862662929
Intel Core i7-8700K,NVIDIA GeForce RTX 2080 Ti,leagueOfLegends,6.0,12.0,3700.0,4700.0,12.0,95.0,11000.0,616000.0,352.0,4352.0,1350.0,1545.0,88.0,13450000.0,med,medium,2,1080.0,328.7,328.7,334.83364259344387,6.133642593443881,1.8660306034207121
AMD Ryzen 7 3800X,NVIDIA GeForce RTX 2070 SUPER,leagueOfLegends,8.0,16.0,3900.0,4500.0,32.0,105.0,8000.0,448000.0,256.0,2560.0,1605.0,1770.0,64.0,9062000.0,med,medium,2,1080.0,304.1,304.1,298.01953589582445,6.080464104175576,1.999494937249449
AMD Ryzen 5 3600X,AMD Radeon RX 580,leagueOfLegends,6.0,12.0,3800.0,4400.0,32.0,95.0,8000.0,256000.0,256.0,2304.0,1257.0,1340.0,32.0,6175000.0,max,ultra,4,1080.0,133.1,133.1,139.15640418544066,6.05640418544067,4.550266104763839
Intel Core i7-8700K,NVIDIA GeForce GTX 1050 Ti,leagueOfLegends,6.0,12.0,3700.0,4700.0,12.0,95.0,4000.0,112100.0,128.0,768.0,1291.0,1392.0,32.0,2138000.0,max,ultra,4,1080.0,114.4,114.4,120.37188200387403,5.971882003874029,5.220176576812962
Intel Core i5-7600K,NVIDIA GeForce GTX 1080 Ti,leagueOfLegends,4.0,4.0,3800.0,4200.0,6.0,91.0,11000.0,484400.0,352.0,3584.0,1481.0,1582.0,88.0,11340000.0,max,ultra,4,1080.0,231.0,231.0,236.97079060473285,5.970790604732855,2.5847578375466904
Intel Core i3-7100,NVIDIA GeForce GTX 1660,battlefield4,2.0,4.0,3900.0,3900.0,3.0,51.0,6000.0,192100.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,max,ultra,4,1080.0,40.6,40.6,46.56454220638722,5.964542206387222,14.690990656126163
Intel Core i9-9900K,NVIDIA GeForce GTX 1070 GDDR5X,counterStrikeGlobalOffensive,8.0,16.0,3600.0,5000.0,16.0,95.0,8000.0,256300.0,256.0,1920.0,1506.0,1683.0,64.0,6463000.0,max,ultra,4,1080.0,234.1,234.1,240.0567968430131,5.956796843013109,2.5445522610051725
AMD Ryzen 9 3900X,NVIDIA GeForce GTX 1050 3 GB,leagueOfLegends,12.0,24.0,3800.0,4600.0,64.0,105.0,3000.0,84100.0,96.0,768.0,1392.0,1518.0,24.0,2332000.0,max,ultra,4,1080.0,106.0,106.0,111.93748263415512,5.937482634155117,5.601398711467091
Intel Core i7-9700K,NVIDIA GeForce GTX 1060 5 GB,counterStrikeGlobalOffensive,8.0,8.0,3600.0,4900.0,12.0,95.0,5000.0,160200.0,160.0,1280.0,1506.0,1709.0,40.0,4375000.0,max,ultra,4,1080.0,190.4,190.4,184.46677784243175,5.933222157568252,3.116188107966519
AMD Ryzen 5 2600X,AMD Radeon RX 580,counterStrikeGlobalOffensive,6.0,12.0,3600.0,4250.0,16.0,95.0,8000.0,256000.0,256.0,2304.0,1257.0,1340.0,32.0,6175000.0,med,medium,2,1080.0,205.7,205.7,211.59021838545624,5.890218385456251,2.863499458170273
AMD Ryzen 5 3600,AMD Radeon RX 590,leagueOfLegends,6.0,12.0,3600.0,4200.0,32.0,65.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,med,medium,2,1080.0,244.8,244.8,238.91954040964288,5.880459590357134,2.4021485254726853
AMD Ryzen 5 2600,NVIDIA GeForce GTX 1060 6 GB GDDR5X,battlefield4,6.0,12.0,3400.0,3900.0,16.0,65.0,6000.0,192200.0,192.0,1280.0,1506.0,1709.0,48.0,4375000.0,max,ultra,4,1080.0,48.0,48.0,53.87694325243535,5.876943252435353,12.243631775906987
Intel Core i7-7700K,NVIDIA GeForce GTX 980 Ti,counterStrikeGlobalOffensive,4.0,8.0,4200.0,4500.0,8.0,91.0,6000.0,336600.0,384.0,2816.0,1000.0,1076.0,96.0,6060000.0,max,ultra,4,1080.0,205.8,205.8,211.67439469977055,5.874394699770534,2.8544191932801426
Intel Core i3-7100,NVIDIA GeForce RTX 2060 SUPER,leagueOfLegends,2.0,4.0,3900.0,3900.0,3.0,51.0,8000.0,448000.0,256.0,2176.0,1470.0,1650.0,64.0,7181000.0,med,medium,2,1080.0,205.5,205.5,211.3665743191491,5.866574319149095,2.854780690583501
AMD Ryzen 5 1600X,NVIDIA GeForce RTX 2080 Ti,grandTheftAuto5,6.0,12.0,3600.0,4000.0,16.0,95.0,11000.0,616000.0,352.0,4352.0,1350.0,1545.0,88.0,13450000.0,med,medium,2,1080.0,110.6,110.6,104.77615639895646,5.823843601043535,5.265681375265403
AMD Ryzen 7 3700X,NVIDIA GeForce GTX 1070 GDDR5X,dota2,8.0,16.0,3600.0,4400.0,32.0,65.0,8000.0,256300.0,256.0,1920.0,1506.0,1683.0,64.0,6463000.0,med,medium,2,1080.0,192.9,192.9,198.7111049539919,5.811104953991901,3.012496088124365
AMD Ryzen 7 1700X,NVIDIA GeForce GTX 1060 6 GB GDDR5X,counterStrikeGlobalOffensive,8.0,16.0,3400.0,3800.0,16.0,95.0,6000.0,192200.0,192.0,1280.0,1506.0,1709.0,48.0,4375000.0,max,ultra,4,1080.0,172.5,172.5,166.7151515300448,5.784848469955193,3.3535353449015615
Intel Core i7-7700K,AMD Radeon RX 5700 XT,leagueOfLegends,4.0,8.0,4200.0,4500.0,8.0,91.0,8000.0,448000.0,256.0,2560.0,1605.0,1905.0,64.0,9754000.0,max,ultra,4,1080.0,219.8,219.8,225.57668820657733,5.776688206577319,2.628156599898689
Intel Core i5-8600K,NVIDIA GeForce GTX 1070 GDDR5X,dota2,6.0,6.0,3600.0,4300.0,9.0,95.0,8000.0,256300.0,256.0,1920.0,1506.0,1683.0,64.0,6463000.0,med,medium,2,1080.0,180.4,180.4,186.147841388031,5.7478413880309915,3.1861648492411256
AMD Ryzen 5 2600X,NVIDIA GeForce GTX 1070 GDDR5X,dota2,6.0,12.0,3600.0,4250.0,16.0,95.0,8000.0,256300.0,256.0,1920.0,1506.0,1683.0,64.0,6463000.0,med,medium,2,1080.0,180.4,180.4,186.11974256155614,5.7197425615561315,3.1705890030798956
AMD Ryzen 5 3600,NVIDIA GeForce RTX 2080 Ti,radicalHeights,6.0,12.0,3600.0,4200.0,32.0,65.0,11000.0,616000.0,352.0,4352.0,1350.0,1545.0,88.0,13450000.0,med,medium,2,1080.0,135.0,135.0,129.28178110633706,5.718218893662936,4.235717699009582
AMD Ryzen 5 2600X,NVIDIA GeForce GTX 1660 Ti,counterStrikeGlobalOffensive,6.0,12.0,3600.0,4250.0,16.0,95.0,6000.0,288000.0,192.0,1536.0,1500.0,1770.0,48.0,5437000.0,med,medium,2,1080.0,272.1,272.1,277.8077893089412,5.707789308941187,2.0976807456601203
Intel Core i5-8600K,NVIDIA GeForce RTX 2060,pathOfExile,6.0,6.0,3600.0,4300.0,9.0,95.0,6000.0,336000.0,192.0,1920.0,1365.0,1680.0,48.0,6451000.0,med,medium,2,1080.0,184.9,184.9,190.58904355951694,5.689043559516932,3.0768218277538844
Intel Core i5-7600K,NVIDIA GeForce GTX 1050 Ti,leagueOfLegends,4.0,4.0,3800.0,4200.0,6.0,91.0,4000.0,112100.0,128.0,768.0,1291.0,1392.0,32.0,2138000.0,max,ultra,4,1080.0,105.5,105.5,111.18756956160571,5.687569561605713,5.391061195834799
Intel Core i7-9700K,NVIDIA GeForce GTX 1660,overwatch,8.0,8.0,3600.0,4900.0,12.0,95.0,6000.0,192100.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,med,medium,2,1080.0,194.1,194.1,188.42109365615107,5.678906343848922,2.92576318590877
AMD Ryzen 7 1700X,NVIDIA GeForce GTX 1050 Ti,leagueOfLegends,8.0,16.0,3400.0,3800.0,16.0,95.0,4000.0,112100.0,128.0,768.0,1291.0,1392.0,32.0,2138000.0,max,ultra,4,1080.0,98.3,98.3,103.96620652263677,5.66620652263677,5.764197886710855
AMD Ryzen 9 3900X,NVIDIA GeForce GTX 1060 6 GB GDDR5X,warframe,12.0,24.0,3800.0,4600.0,64.0,105.0,6000.0,192200.0,192.0,1280.0,1506.0,1709.0,48.0,4375000.0,max,ultra,4,1080.0,144.2,144.2,138.55220650340124,5.6477934965987515,3.9166390406371367
AMD Ryzen 7 3800X,NVIDIA GeForce GTX 1070 GDDR5X,counterStrikeGlobalOffensive,8.0,16.0,3900.0,4500.0,32.0,105.0,8000.0,256300.0,256.0,1920.0,1506.0,1683.0,64.0,6463000.0,max,ultra,4,1080.0,221.6,221.6,227.2389989239593,5.638998923959292,2.544674604674771
Intel Core i5-9400F,NVIDIA GeForce RTX 2060,playerUnknownsBattlegrounds,6.0,6.0,2900.0,4100.0,9.0,65.0,6000.0,336000.0,192.0,1920.0,1365.0,1680.0,48.0,6451000.0,med,medium,2,1080.0,99.6,99.6,93.97454771041585,5.625452289584146,5.648044467453962
Intel Core i5-9400F,NVIDIA GeForce GTX 1050 Ti,leagueOfLegends,6.0,6.0,2900.0,4100.0,9.0,65.0,4000.0,112100.0,128.0,768.0,1291.0,1392.0,32.0,2138000.0,max,ultra,4,1080.0,110.0,110.0,115.62486981120304,5.624869811203041,5.113518010184583
Intel Core i5-7500,NVIDIA GeForce GTX 1080 Ti,callOfDutyWW2,4.0,4.0,3400.0,3800.0,6.0,65.0,11000.0,484400.0,352.0,3584.0,1481.0,1582.0,88.0,11340000.0,med,medium,2,1080.0,165.6,165.6,159.97786530266276,5.622134697337231,3.3950088752036414
AMD Ryzen 5 2600X,NVIDIA GeForce RTX 2080 Ti,pathOfExile,6.0,12.0,3600.0,4250.0,16.0,95.0,11000.0,616000.0,352.0,4352.0,1350.0,1545.0,88.0,13450000.0,max,ultra,4,1080.0,212.9,212.9,207.3020005836354,5.597999416364615,2.6294032016743145
Intel Core i3-7100,NVIDIA GeForce GTX 980 Ti,dota2,2.0,4.0,3900.0,3900.0,3.0,51.0,6000.0,336600.0,384.0,2816.0,1000.0,1076.0,96.0,6060000.0,med,medium,2,1080.0,136.9,136.9,131.3474267752505,5.552573224749494,4.055933692293276
Intel Core i7-7700K,AMD Radeon RX 590,leagueOfLegends,4.0,8.0,4200.0,4500.0,8.0,91.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,med,medium,2,1080.0,242.5,242.5,236.977511217692,5.522488782307988,2.27731496177649
Intel Core i5-7500,NVIDIA GeForce GTX 1660 Ti,frostpunk,4.0,4.0,3400.0,3800.0,6.0,65.0,6000.0,288000.0,192.0,1536.0,1500.0,1770.0,48.0,5437000.0,med,medium,2,1080.0,132.3,132.3,126.81450958352991,5.4854904164701,4.146251259614588
Intel Core i5-8400,NVIDIA GeForce RTX 2070 SUPER,leagueOfLegends,6.0,6.0,2800.0,4000.0,9.0,65.0,8000.0,448000.0,256.0,2560.0,1605.0,1770.0,64.0,9062000.0,med,medium,2,1080.0,275.5,275.5,270.02543884593274,5.47456115406726,1.9871365350516372
Intel Core i3-7100,NVIDIA GeForce GTX 980 Ti,fortnite,2.0,4.0,3900.0,3900.0,3.0,51.0,6000.0,336600.0,384.0,2816.0,1000.0,1076.0,96.0,6060000.0,med,medium,2,1080.0,107.6,107.6,102.16273149769572,5.437268502304278,5.053223515152674
AMD Ryzen 7 3700X,NVIDIA GeForce GTX 1070 Ti,counterStrikeGlobalOffensive,8.0,16.0,3600.0,4400.0,32.0,65.0,8000.0,256300.0,256.0,2432.0,1607.0,1683.0,64.0,8186000.0,max,ultra,4,1080.0,238.0,238.0,243.42508406467883,5.425084064678828,2.2794470859995077
AMD Ryzen 7 3700X,NVIDIA GeForce GTX 1080 11Gbps,leagueOfLegends,8.0,16.0,3600.0,4400.0,32.0,65.0,8000.0,352300.0,256.0,2560.0,1607.0,1733.0,64.0,8873000.0,max,ultra,4,1080.0,234.7,234.7,240.09362352256912,5.393623522569129,2.298092681111687
Intel Core i7-7700K,AMD Radeon RX 5700,overwatch,4.0,8.0,4200.0,4500.0,8.0,91.0,8000.0,448000.0,256.0,2304.0,1465.0,1725.0,64.0,7949000.0,max,ultra,4,1080.0,151.4,151.4,156.74355516430748,5.343555164307475,3.52942877431141
AMD Ryzen 7 3800X,AMD Radeon RX 580,counterStrikeGlobalOffensive,8.0,16.0,3900.0,4500.0,32.0,105.0,8000.0,256000.0,256.0,2304.0,1257.0,1340.0,32.0,6175000.0,max,ultra,4,1080.0,150.5,150.5,155.82654944502696,5.326549445026956,3.539235511645818
AMD Ryzen 7 3800X,AMD Radeon RX 580,leagueOfLegends,8.0,16.0,3900.0,4500.0,32.0,105.0,8000.0,256000.0,256.0,2304.0,1257.0,1340.0,32.0,6175000.0,max,ultra,4,1080.0,135.7,135.7,141.0015965450237,5.301596545023699,3.90685080694451
Intel Core i5-8400,NVIDIA GeForce GTX 1080 Ti,leagueOfLegends,6.0,6.0,2800.0,4000.0,9.0,65.0,11000.0,484400.0,352.0,3584.0,1481.0,1582.0,88.0,11340000.0,med,medium,2,1080.0,280.3,280.3,274.999650834807,5.3003491651929835,1.8909558206182602
Intel Core i5-8400,NVIDIA GeForce RTX 2080 Ti,battletech,6.0,6.0,2800.0,4000.0,9.0,65.0,11000.0,616000.0,352.0,4352.0,1350.0,1545.0,88.0,13450000.0,med,medium,2,1080.0,117.1,117.1,111.80916115703288,5.290838842967119,4.518222752320341
AMD Ryzen 9 3900X,NVIDIA GeForce GTX 1070 GDDR5X,pathOfExile,12.0,24.0,3800.0,4600.0,64.0,105.0,8000.0,256300.0,256.0,1920.0,1506.0,1683.0,64.0,6463000.0,med,medium,2,1080.0,187.9,187.9,193.18517772915834,5.285177729158335,2.8127608989666495
AMD Ryzen 5 2600X,NVIDIA GeForce RTX 2080 Ti,rainbowSixSiege,6.0,12.0,3600.0,4250.0,16.0,95.0,11000.0,616000.0,352.0,4352.0,1350.0,1545.0,88.0,13450000.0,med,medium,2,1080.0,137.5,137.5,132.21846829090867,5.281531709091325,3.841113970248237
AMD Ryzen 7 3800X,NVIDIA GeForce GTX 1060 5 GB,leagueOfLegends,8.0,16.0,3900.0,4500.0,32.0,105.0,5000.0,160200.0,160.0,1280.0,1506.0,1709.0,40.0,4375000.0,med,medium,2,1080.0,232.1,232.1,226.89471123736976,5.205288762630232,2.2426922717062614
Intel Core i5-8600K,NVIDIA GeForce RTX 2080 Ti,playerUnknownsBattlegrounds,6.0,6.0,3600.0,4300.0,9.0,95.0,11000.0,616000.0,352.0,4352.0,1350.0,1545.0,88.0,13450000.0,med,medium,2,1080.0,116.5,116.5,111.30874794451445,5.191252055485549,4.456010348056266
AMD Ryzen 5 3600,NVIDIA GeForce GTX 1060 6 GB GDDR5X,warframe,6.0,12.0,3600.0,4200.0,32.0,65.0,6000.0,192200.0,192.0,1280.0,1506.0,1709.0,48.0,4375000.0,max,ultra,4,1080.0,136.1,136.1,130.90933110180956,5.190668898190438,3.8138639957314022
Intel Core i5-8600K,AMD Radeon RX 590,warframe,6.0,6.0,3600.0,4300.0,9.0,95.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,med,medium,2,1080.0,181.2,181.2,176.01796772708693,5.182032272913062,2.859841210216922
AMD Ryzen 7 3800X,NVIDIA GeForce GTX 1050 3 GB,leagueOfLegends,8.0,16.0,3900.0,4500.0,32.0,105.0,3000.0,84100.0,96.0,768.0,1392.0,1518.0,24.0,2332000.0,max,ultra,4,1080.0,105.0,105.0,110.16057056686972,5.160570566869723,4.914829111304498
AMD Ryzen 9 3900X,NVIDIA GeForce RTX 2070 SUPER,counterStrikeGlobalOffensive,12.0,24.0,3800.0,4600.0,64.0,105.0,8000.0,448000.0,256.0,2560.0,1605.0,1770.0,64.0,9062000.0,med,medium,2,1080.0,340.6,340.6,335.43957450461403,5.160425495385994,1.5150985012877256
Intel Core i5-8400,NVIDIA GeForce RTX 2080 Ti,dota2,6.0,6.0,2800.0,4000.0,9.0,65.0,11000.0,616000.0,352.0,4352.0,1350.0,1545.0,88.0,13450000.0,max,ultra,4,1080.0,217.7,217.7,212.55450548224402,5.145494517755964,2.363571207053727
AMD Ryzen 7 3700X,NVIDIA GeForce GTX 1660 Ti,warframe,8.0,16.0,3600.0,4400.0,32.0,65.0,6000.0,288000.0,192.0,1536.0,1500.0,1770.0,48.0,5437000.0,med,medium,2,1080.0,200.5,200.5,205.631424923807,5.131424923807003,2.5593141764623457
Intel Core i9-9900K,NVIDIA GeForce GTX 1660,overwatch,8.0,16.0,3600.0,5000.0,16.0,95.0,6000.0,192100.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,med,medium,2,1080.0,195.9,195.9,190.78231759294022,5.117682407059789,2.612395307330163
Intel Core i5-7500,AMD Radeon RX 5700,counterStrikeGlobalOffensive,4.0,4.0,3400.0,3800.0,6.0,65.0,8000.0,448000.0,256.0,2304.0,1465.0,1725.0,64.0,7949000.0,max,ultra,4,1080.0,211.7,211.7,216.81683378726655,5.1168337872665575,2.417021156006877
AMD Ryzen 5 2600X,NVIDIA GeForce RTX 2080 Ti,grandTheftAuto5,6.0,12.0,3600.0,4250.0,16.0,95.0,11000.0,616000.0,352.0,4352.0,1350.0,1545.0,88.0,13450000.0,med,medium,2,1080.0,117.9,117.9,112.79758039229824,5.102419607701762,4.327751999747041
AMD Ryzen 5 3600,NVIDIA GeForce GTX 1070 Ti,rainbowSixSiege,6.0,12.0,3600.0,4200.0,32.0,65.0,8000.0,256300.0,256.0,2432.0,1607.0,1683.0,64.0,8186000.0,max,ultra,4,1080.0,91.3,91.3,96.39947668739265,5.099476687392652,5.585407105577932
AMD Ryzen 9 3900X,NVIDIA GeForce GTX 970,counterStrikeGlobalOffensive,12.0,24.0,3800.0,4600.0,64.0,105.0,4000.0,224400.0,256.0,1664.0,1050.0,1178.0,56.0,3920000.0,med,medium,2,1080.0,250.8,250.8,245.71029480395427,5.089705196045742,2.029388036700854
AMD Ryzen 7 1700X,NVIDIA GeForce RTX 2080 Ti,seaOfThieves,8.0,16.0,3400.0,3800.0,16.0,95.0,11000.0,616000.0,352.0,4352.0,1350.0,1545.0,88.0,13450000.0,max,ultra,4,1080.0,160.2,160.2,165.28393852919532,5.083938529195336,3.1734947123566393
Intel Core i3-7100,NVIDIA GeForce RTX 2080,battlefield4,2.0,4.0,3900.0,3900.0,3.0,51.0,8000.0,448000.0,256.0,2944.0,1515.0,1710.0,64.0,10070000.0,med,medium,2,1080.0,66.2,66.2,71.2774445879184,5.077444587918393,7.669855872988508
Intel Core i5-8600K,NVIDIA GeForce GTX 1070 GDDR5X,playerUnknownsBattlegrounds,6.0,6.0,3600.0,4300.0,9.0,95.0,8000.0,256300.0,256.0,1920.0,1506.0,1683.0,64.0,6463000.0,med,medium,2,1080.0,92.3,92.3,87.23391846242622,5.06608153757378,5.4887123917375735
Intel Core i5-7600K,NVIDIA GeForce RTX 2080 Ti,grandTheftAuto5,4.0,4.0,3800.0,4200.0,6.0,91.0,11000.0,616000.0,352.0,4352.0,1350.0,1545.0,88.0,13450000.0,med,medium,2,1080.0,114.2,114.2,109.13424332023186,5.065756679768143,4.4358639927917185
AMD Ryzen 5 2600,NVIDIA GeForce RTX 2060,overwatch,6.0,12.0,3400.0,3900.0,16.0,65.0,6000.0,336000.0,192.0,1920.0,1365.0,1680.0,48.0,6451000.0,med,medium,2,1080.0,174.1,174.1,179.1634589507791,5.063458950779108,2.9083624071103436
AMD Ryzen 5 2600,NVIDIA GeForce GTX 1050 3 GB,counterStrikeGlobalOffensive,6.0,12.0,3400.0,3900.0,16.0,65.0,3000.0,84100.0,96.0,768.0,1392.0,1518.0,24.0,2332000.0,max,ultra,4,1080.0,99.7,99.7,104.75689170265414,5.056891702654141,5.072108026734344
AMD Ryzen 7 3700X,NVIDIA GeForce RTX 2080 Ti,dota2,8.0,16.0,3600.0,4400.0,32.0,65.0,11000.0,616000.0,352.0,4352.0,1350.0,1545.0,88.0,13450000.0,max,ultra,4,1080.0,237.7,237.7,232.6549418819297,5.045058118070301,2.122447672726252
Intel Core i5-8600K,AMD Radeon RX 580,warframe,6.0,6.0,3600.0,4300.0,9.0,95.0,8000.0,256000.0,256.0,2304.0,1257.0,1340.0,32.0,6175000.0,med,medium,2,1080.0,143.0,143.0,138.00474000831778,4.995259991682218,3.4931888053721805
AMD Ryzen 7 1700X,NVIDIA GeForce RTX 2080 Ti,frostpunk,8.0,16.0,3400.0,3800.0,16.0,95.0,11000.0,616000.0,352.0,4352.0,1350.0,1545.0,88.0,13450000.0,max,ultra,4,1080.0,159.4,159.4,164.39038694683984,4.990386946839834,3.1307320871015265
Intel Core i5-7600K,NVIDIA GeForce GTX 1660 SUPER,counterStrikeGlobalOffensive,4.0,4.0,3800.0,4200.0,6.0,91.0,6000.0,336000.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,med,medium,2,1080.0,261.6,261.6,266.5840588148485,4.984058814848481,1.9052212594986548
Intel Core i3-7100,NVIDIA GeForce GTX TITAN X,battlefield4,2.0,4.0,3900.0,3900.0,3.0,51.0,12000.0,336600.0,384.0,3072.0,1000.0,1089.0,96.0,6691000.0,med,medium,2,1080.0,64.6,64.6,69.58331430867871,4.983314308678715,7.714108836963955
Intel Core i3-7100,NVIDIA GeForce GTX 1060 6 GB GDDR5X,pathOfExile,2.0,4.0,3900.0,3900.0,3.0,51.0,6000.0,192200.0,192.0,1280.0,1506.0,1709.0,48.0,4375000.0,med,medium,2,1080.0,126.5,126.5,121.52881579988536,4.971184200114635,3.9297898815135457
Intel Core i5-9400F,NVIDIA GeForce RTX 2080 Ti,rainbowSixSiege,6.0,6.0,2900.0,4100.0,9.0,65.0,11000.0,616000.0,352.0,4352.0,1350.0,1545.0,88.0,13450000.0,med,medium,2,1080.0,139.0,139.0,134.02911603730888,4.9708839626911185,3.5761755127274233
Intel Core i3-7100,NVIDIA GeForce RTX 2060 SUPER,fortnite,2.0,4.0,3900.0,3900.0,3.0,51.0,8000.0,448000.0,256.0,2176.0,1470.0,1650.0,64.0,7181000.0,max,ultra,4,1080.0,94.0,94.0,89.03656490214618,4.963435097853818,5.280250104099806
AMD Ryzen 5 3600,NVIDIA GeForce RTX 2070 SUPER,warframe,6.0,12.0,3600.0,4200.0,32.0,65.0,8000.0,448000.0,256.0,2560.0,1605.0,1770.0,64.0,9062000.0,med,medium,2,1080.0,221.4,221.4,216.43774304995802,4.96225695004199,2.241308468853654
AMD Ryzen 7 1700X,AMD Radeon RX 5700,counterStrikeGlobalOffensive,8.0,16.0,3400.0,3800.0,16.0,95.0,8000.0,448000.0,256.0,2304.0,1465.0,1725.0,64.0,7949000.0,max,ultra,4,1080.0,207.0,207.0,211.95969618792824,4.959696187928245,2.3959884965836933
AMD Ryzen 5 1600X,NVIDIA GeForce GTX 1050 3 GB,frostpunk,6.0,12.0,3600.0,4000.0,16.0,95.0,3000.0,84100.0,96.0,768.0,1392.0,1518.0,24.0,2332000.0,med,medium,2,1080.0,83.0,83.0,78.04047953793012,4.959520462069875,5.975325857915513
Intel Core i7-9700K,NVIDIA GeForce RTX 2080,worldOfTanks,8.0,8.0,3600.0,4900.0,12.0,95.0,8000.0,448000.0,256.0,2944.0,1515.0,1710.0,64.0,10070000.0,max,ultra,4,1080.0,86.7,86.7,91.64438157771448,4.944381577714481,5.70286225803285
Intel Core i5-8600K,NVIDIA GeForce RTX 2080 Ti,dota2,6.0,6.0,3600.0,4300.0,9.0,95.0,11000.0,616000.0,352.0,4352.0,1350.0,1545.0,88.0,13450000.0,med,medium,2,1080.0,229.3,229.3,234.24366133545632,4.943661335456312,2.1559796491305327
Intel Core i5-8400,AMD Radeon RX 580,grandTheftAuto5,6.0,6.0,2800.0,4000.0,9.0,65.0,8000.0,256000.0,256.0,2304.0,1257.0,1340.0,32.0,6175000.0,med,medium,2,1080.0,68.8,68.8,73.74338386531167,4.943383865311674,7.185150967022783
Intel Core i5-9400F,AMD Radeon RX 590,leagueOfLegends,6.0,6.0,2900.0,4100.0,9.0,65.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,med,medium,2,1080.0,239.9,239.9,234.96302235777478,4.93697764222523,2.0579314890476157
Intel Core i3-7100,NVIDIA GeForce GTX 1660 SUPER,airMechStrike,2.0,4.0,3900.0,3900.0,3.0,51.0,6000.0,336000.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,med,medium,2,1080.0,107.0,107.0,102.0728360735703,4.927163926429699,4.604826099467009
AMD Ryzen 7 3700X,NVIDIA GeForce RTX 2080 Ti,farCry5,8.0,16.0,3600.0,4400.0,32.0,65.0,11000.0,616000.0,352.0,4352.0,1350.0,1545.0,88.0,13450000.0,max,ultra,4,1080.0,154.2,154.2,159.1242959406218,4.924295940621818,3.193447432309869
Intel Core i5-8400,NVIDIA GeForce GTX 1050 3 GB,counterStrikeGlobalOffensive,6.0,6.0,2800.0,4000.0,9.0,65.0,3000.0,84100.0,96.0,768.0,1392.0,1518.0,24.0,2332000.0,max,ultra,4,1080.0,105.4,105.4,110.29215854896218,4.892158548962172,4.641516649869233
Intel Core i7-9700K,NVIDIA GeForce GTX 1060 5 GB,overwatch,8.0,8.0,3600.0,4900.0,12.0,95.0,5000.0,160200.0,160.0,1280.0,1506.0,1709.0,40.0,4375000.0,med,medium,2,1080.0,173.7,173.7,168.81802399240058,4.881976007599405,2.8105791638453685
AMD Ryzen 7 1700X,AMD Radeon RX 590,aWayOut,8.0,16.0,3400.0,3800.0,16.0,95.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,med,medium,2,1080.0,130.2,130.2,135.0793039441968,4.879303944196806,3.747545272040558
AMD Ryzen 5 1600X,NVIDIA GeForce GTX 1660,warframe,6.0,12.0,3600.0,4000.0,16.0,95.0,6000.0,192100.0,192.0,1408.0,1530.0,1785.0,48.0,5027000.0,med,medium,2,1080.0,171.6,171.6,176.44209313891898,4.842093138918983,2.821732598437636
Intel Core i9-9900K,NVIDIA GeForce GTX 1070 GDDR5X,overwatch,8.0,16.0,3600.0,5000.0,16.0,95.0,8000.0,256300.0,256.0,1920.0,1506.0,1683.0,64.0,6463000.0,med,medium,2,1080.0,201.0,201.0,205.83755211564264,4.837552115642637,2.4067423460908643
Intel Core i5-8400,NVIDIA GeForce GTX 1050 3 GB,totalWar3Kingdoms,6.0,6.0,2800.0,4000.0,9.0,65.0,3000.0,84100.0,96.0,768.0,1392.0,1518.0,24.0,2332000.0,med,medium,2,1080.0,51.0,51.0,55.83053261945964,4.830532619459639,9.471632587175764
Intel Core i5-8600K,NVIDIA GeForce GTX 1070 Ti,playerUnknownsBattlegrounds,6.0,6.0,3600.0,4300.0,9.0,95.0,8000.0,256300.0,256.0,2432.0,1607.0,1683.0,64.0,8186000.0,med,medium,2,1080.0,97.1,97.1,92.26956850939625,4.830431490603743,4.974697724617656
Intel Core i3-7100,NVIDIA GeForce RTX 2070 SUPER,worldOfTanks,2.0,4.0,3900.0,3900.0,3.0,51.0,8000.0,448000.0,256.0,2560.0,1605.0,1770.0,64.0,9062000.0,med,medium,2,1080.0,67.0,67.0,71.81959526849637,4.819595268496371,7.193425773875181
